654763.8653	9228342.669	136.7511147
654984.8418	9228342.012	136.7252836
655205.8186	9228341.354	136.8538394
655426.7955	9228340.695	137.0369602
655647.7726	9228340.035	136.899812
655868.7499	9228339.374	136.8600414
656089.7274	9228338.712	136.5129579
656310.705	9228338.05	135.800795
656531.6829	9228337.386	135.4839001
656752.6609	9228336.721	135.3278603
656973.6391	9228336.056	135.0716946
657194.6175	9228335.389	134.8209187
657415.5961	9228334.722	134.7703046
657636.5749	9228334.053	134.5437803
657857.5538	9228333.384	134.3200749
658078.533	9228332.714	134.3049991
658299.5123	9228332.043	134.0922009
658520.4919	9228331.37	133.8833779
658741.4716	9228330.697	133.6763638
658962.4515	9228330.023	133.6721806
659183.4316	9228329.348	133.8700168
659404.4119	9228328.672	133.8691291
659625.3924	9228327.996	133.9696242
659846.373	9228327.318	133.9710659
660067.3539	9228326.639	134.0740787
660288.335	9228325.959	134.1774463
660509.3162	9228325.279	134.1817614
660730.2976	9228324.597	134.1865723
660951.2792	9228323.915	134.493857
661172.2611	9228323.231	134.5012118
661393.2431	9228322.547	134.5096238
661614.2253	9228321.862	134.7180349
661835.2077	9228321.176	134.7284367
662056.1902	9228320.488	134.7389236
662277.173	9228319.8	134.7499948
662498.156	9228319.111	134.761164
662719.1392	9228318.421	134.9739174
662940.1225	9228317.73	134.9871982
663161.1061	9228317.038	135.3009886
663382.0898	9228316.346	135.3150577
663603.0738	9228315.652	135.530353
663824.0579	9228314.957	135.6466878
664045.0422	9228314.262	135.5636018
664266.0267	9228313.565	135.5812628
664487.0115	9228312.868	135.7001522
664707.9964	9228312.169	135.6215135
664928.9815	9228311.47	135.7432882
665149.9668	9228310.769	135.9664844
665370.9523	9228310.068	136.0902151
665591.938	9228309.366	136.1178107
665812.9239	9228308.663	136.245433
666033.91	9228307.959	136.5753418
666254.8963	9228307.254	136.705226
666475.8828	9228306.548	136.9394787
666696.8695	9228305.841	137.4741083
666917.8564	9228305.133	137.5116058
667138.8435	9228304.424	137.8497447
667359.8308	9228303.715	138.1933523
667580.8183	9228303.004	138.4391991
667801.8059	9228302.293	138.3919141
654764.5224	9228563.827	134.8770652
654985.4999	9228563.17	135.4745707
655206.4776	9228562.512	135.8653248
655427.4554	9228561.853	136.1714609
655648.4335	9228561.193	136.1328965
655869.4117	9228560.533	135.9607551
656090.3901	9228559.871	135.8803714
656311.3687	9228559.208	136.6920859
656532.3475	9228558.545	136.5987092
656753.3265	9228557.88	136.0644317
656974.3056	9228557.215	135.8298532
657195.285	9228556.549	135.5522506
657416.2645	9228555.881	135.3748085
657637.2442	9228555.213	135.1376498
657858.2241	9228554.544	135.1050262
658079.2042	9228553.874	134.8846246
658300.1845	9228553.203	134.6673837
658521.165	9228552.531	134.355352
658742.1456	9228551.858	134.1456552
658963.1265	9228551.184	134.1393461
659184.1075	9228550.51	134.0354237
659405.0887	9228549.834	134.1330633
659626.0701	9228549.157	134.3323753
659847.0518	9228548.48	134.4328123
660068.0336	9228547.801	134.5350919
660289.0155	9228547.122	134.5378219
660509.9977	9228546.441	134.5417368
660730.9801	9228545.76	134.7462109
660951.9627	9228545.078	134.753412
661172.9454	9228544.394	134.7606984
661393.9284	9228543.71	134.9692067
661614.9115	9228543.025	134.8777141
661835.8948	9228542.339	134.8884015
662056.8783	9228541.652	134.9991752
662277.8621	9228540.964	135.0106049
662498.846	9228540.275	135.1221421
662719.8301	9228539.585	135.2353565
662940.8144	9228538.895	135.3491203
663161.7989	9228538.203	135.363464
663382.7835	9228537.51	135.4781203
663603.7684	9228536.817	135.4941392
663824.7535	9228536.122	135.6112977
664045.7388	9228535.427	135.7291839
664266.7242	9228534.731	135.7479969
664487.7099	9228534.033	135.6682341
664708.6958	9228533.335	135.7912978
664929.6818	9228532.636	135.9149095
665150.6681	9228531.936	135.8403665
665371.6545	9228531.235	136.0664695
665592.6411	9228530.533	136.0970948
665813.628	9228529.83	136.3277721
666034.615	9228529.126	136.4614955
666255.6023	9228528.421	136.6951943
666476.5897	9228527.716	137.0339491
666697.5773	9228527.009	137.3731247
666918.5652	9228526.301	137.6156886
667139.5532	9228525.593	137.9589991
667360.5414	9228524.883	138.0087896
667581.5298	9228524.173	138.1611984
667802.5185	9228523.461	138.2109003
654765.1793	9228784.984	133.3784053
654986.1578	9228784.327	133.8393138
655207.1364	9228783.67	134.0682392
655428.1152	9228783.011	134.7091652
655649.0941	9228782.352	134.716676
655870.0733	9228781.691	135.231151
656091.0527	9228781.03	135.539391
656312.0322	9228780.367	137.940472
656533.0119	9228779.704	137.8367246
656753.9918	9228779.04	137.1096182
656974.9719	9228778.374	136.3948241
657195.9522	9228777.708	135.988048
657416.9327	9228777.041	135.7816085
657637.9133	9228776.373	135.73334
657858.8942	9228775.704	135.7914041
658079.8752	9228775.034	135.5654744
658300.8564	9228774.363	135.1436098
658521.8378	9228773.692	134.7282394
658742.8194	9228773.019	134.4157398
658963.8012	9228772.345	134.5072075
659184.7832	9228771.671	134.5014362
659405.7654	9228770.995	134.5975294
