655609.8917	9241665.012	107.0177984
657455.5257	9241659.562	122.6926167
659301.1727	9241654.047	118.2119288
661135.781	9241648.501	94.09952773
662981.4546	9241642.858	85.36712018
664827.1417	9241637.15	120.7791741
666661.7904	9241631.413	123.3698652
668507.505	9241625.577	105.885738
655604.5288	9239840.466	123.5495116
657450.099	9239835.002	125.0443364
659295.6824	9239829.474	99.44607221
661130.2275	9239823.916	104.769518
662975.8374	9239818.259	100.8319353
664821.4608	9239812.538	129.1064064
666656.0462	9239806.787	125.7308938
668501.6971	9239800.938	106.5612506
655599.1203	9238004.86	131.9008841
657444.6264	9237999.384	101.240897
659290.1456	9237993.843	100.7264129
661124.6268	9237988.271	115.6919224
662970.1725	9237982.601	105.1595148
664815.7318	9237976.866	128.3819191
666650.2533	9237971.102	127.4919224
668495.8401	9237965.239	112.5505531
655593.7316	9236180.311	135.7239827
657439.1738	9236174.822	114.9584733
659284.6289	9236169.268	116.0819191
661119.0466	9236163.683	124.2288108
662964.5283	9236158	115.4057121
664810.0236	9236152.252	128.8001897
666644.4816	9236146.474	112.3398555
668490.0043	9236140.597	121.0205434
655588.2973	9234344.703	134.8901865
657433.6749	9234339.201	123.2526038
659279.0656	9234333.634	123.9522566
661113.4192	9234328.036	130.7277693
662958.8364	9234322.339	125.2805304
664804.2671	9234316.578	122.0332916
666638.661	9234310.786	123.2715687
668484.1192	9234304.895	119.043642
655582.8829	9232520.152	122.6332916
657428.1962	9232514.637	128.7563903
659273.5226	9232509.057	135.2794889
661107.8123	9232503.446	133.3270749
662953.1652	9232497.736	131.5794889
664798.5317	9232491.961	131.50811
666632.8616	9232486.156	130.3274221
668478.2556	9232480.251	118.8094986
655577.4557	9230695.599	122.1515623
657422.7046	9230690.072	133.4601768
659267.9665	9230684.478	139.6977596
661102.1921	9230678.854	137.4025876
662947.4807	9230673.131	135.6025876
664792.7827	9230667.342	134.2312086
666627.0486	9230661.524	131.0791418
668472.3781	9230655.605	127.836731
655571.9826	9228859.988	123.7694857
657417.1665	9228854.447	132.847586
659262.3635	9228848.841	140.4163774
661096.5245	9228843.203	146.6517197
662941.7481	9228837.467	146.6182706
664786.9851	9228831.665	143.3517197
666621.1864	9228825.833	138.9996528
668466.4509	9228819.9	135.2167245
